user_id,favourite_fruit
25216,banana
43923,banana
10896,banana
32970,banana
33722,banana
33778,banana
37702,banana
42877,apple
44914,banana
37244,banana
81303,orange
75026,banana
81184,banana
79543,banana
43085,banana
10808,banana
47217,banana
44350,banana
34242,apple
30829,banana
14325,banana
38591,banana
73679,apple
73704,apple
57899,banana
20671,banana
64598,apple
17468,banana
64624,banana
56276,banana
41783,banana
26975,banana
5818,banana
5786,apple
54815,orange
67079,apple
72800,apple
18148,banana
45120,orange
27014,apple
26993,banana
48648,peach
20150,banana
10226,banana
27106,banana
27050,banana
61560,banana
38411,banana
36768,banana
83981,orange
80637,orange
33054,banana
33437,banana
45473,apple
120157,orange
120306,orange
120321,orange
45346,banana
45299,apple
64327,apple
64265,orange
57894,banana
9942,apple
41782,banana
41820,apple
98950,peach
98954,banana
70851,peach
72864,orange
73125,banana
31263,banana
9857,peach
9906,banana
42111,banana
56598,apple
43212,banana
61182,banana
70335,orange
48768,banana
70212,peach
11281,banana
70240,orange
66776,peach
94953,peach
94976,banana
32868,banana
15468,peach
33196,banana
32343,banana
5943,peach
5834,apple
26596,apple
26715,orange
110417,orange
84461,apple
79098,banana
32065,banana
84431,banana
84482,banana
79209,banana
90487,apple
89994,banana
90862,banana
87282,apple
68107,apple
120924,apple
113058,apple
120682,apple
112985,banana
120952,banana
26253,peach
6541,banana
19559,peach
81415,apple
111439,apple
15073,banana
112459,apple
104946,apple
60510,banana
119193,orange
88537,apple
92026,banana
92067,orange
18493,peach
18448,banana
11056,banana
81711,peach
81602,apple
81671,apple
81704,apple
81649,apple
71499,banana
34677,banana
118381,apple
118329,orange
118449,orange
30168,banana
115516,apple
24410,apple
36778,banana
73132,orange
103396,banana
70339,banana
70601,apple
55844,banana
65439,orange
77749,banana
99113,apple
119438,orange
48055,banana
74276,apple
2767,peach
109934,apple
110136,banana
110127,banana
43230,banana
70322,apple
19097,peach
9644,banana
9665,banana
9714,banana
1399,banana
25803,peach
25969,orange
25858,banana
39272,apple
43343,banana
4440,banana
52997,apple
118719,orange
75355,orange
36210,banana
118709,banana
2370,banana
25740,banana
25768,banana
67492,banana
28356,orange
2442,banana
11140,banana
80753,apple
80720,apple
69002,orange
80668,banana
65096,orange
18950,banana
66768,banana
66823,banana
47544,apple
55006,banana
54913,banana
42669,banana
85612,apple
71453,banana
30898,banana
30911,banana
80873,banana
80970,orange
54756,banana
22344,banana
22325,banana
30952,apple
27824,banana
119045,apple
22531,banana
82604,apple
30556,banana
89593,banana
37053,banana
12925,banana
41427,banana
103536,peach
59944,peach
103585,apple
100196,banana
43796,banana
121630,orange
107655,apple
43297,orange
43252,banana
74801,orange
112013,banana
107448,banana
75336,apple
32403,banana
82463,orange
82482,banana
60193,banana
25159,banana
66889,apple
66156,orange
23105,banana
63199,banana
73416,banana
67408,banana
5596,banana
17641,apple
82209,apple
82232,banana
40611,banana
4298,banana
4340,apple
50803,banana
51698,banana
48730,orange
103802,apple
103697,apple
103681,peach
52359,banana
53747,banana
21874,peach
21825,banana
21860,banana
21923,banana
121581,apple
121442,banana
56115,banana
41853,banana
67165,orange
121960,orange
122101,orange
4209,peach
4207,banana
67386,banana
112201,banana
105678,banana
112466,banana
1190,apple
30399,banana
30354,apple
36005,peach
44707,banana
38772,banana
50892,banana
17533,banana
42943,banana
42983,peach
22624,peach
3720,banana
2086,apple
21688,peach
21803,banana
30171,banana
30284,banana
10912,banana
10839,banana
108355,apple
32731,banana
32691,banana
32628,banana
117348,orange
117551,orange
13454,peach
13448,peach
20004,banana
20099,banana
13306,apple
54868,banana
54861,banana
20646,banana
20547,banana
65360,banana
65260,banana
65342,banana
41009,banana
42801,banana
40159,apple
6079,banana
70770,banana
44834,peach
79956,peach
77861,banana
57112,orange
21649,banana
21515,peach
21535,banana
37004,orange
109587,apple
115573,banana
106738,banana
115495,banana
41358,banana
29554,peach
29531,apple
29441,banana
14854,banana
53071,banana
7194,banana
49650,peach
99571,orange
74308,banana
79095,orange
74035,banana
67723,apple
74170,orange
50148,banana
8781,banana
14655,banana
4516,banana
95335,apple
109610,apple
109593,banana
55965,peach
40946,banana
6398,apple
11221,banana
11279,banana
95223,banana
95207,banana
13466,banana
79280,banana
79375,banana
68026,banana
14945,banana
3034,peach
6129,banana
46849,peach
36092,banana
60163,banana
31753,banana
17809,banana
16914,banana
17674,banana
15858,peach
39093,banana
3024,peach
4790,peach
20161,apple
48236,banana
79656,orange
25458,peach
17257,banana
17211,banana
77992,banana
30149,peach
31676,peach
28595,banana
107741,banana
107848,banana
96471,banana
107809,orange
97784,peach
68913,apple
117838,orange
111775,apple
111713,apple
2530,peach
80587,orange
8564,peach
8531,banana
41626,banana
40837,banana
40051,banana
65792,banana
62349,banana
62314,orange
14102,banana
100056,peach
108311,banana
108154,banana
101645,banana
108034,banana
102664,banana
102720,banana
102589,apple
41467,banana
41544,peach
42689,apple
107173,banana
107144,orange
107148,orange
6837,banana
46784,banana
116814,peach
115355,peach
44554,banana
116918,banana
116858,orange
101063,banana
101064,banana
55142,orange
27711,orange
103114,orange
108779,banana
108683,peach
101187,peach
52053,orange
52002,banana
73846,apple
73748,orange
29671,banana
6365,banana
5052,banana
6248,banana
6297,peach
6232,banana
44786,banana
22948,banana
22966,peach
22977,banana
23006,peach
38927,banana
41153,banana
86070,banana
106706,banana
106709,orange
117009,apple
118236,apple
117948,orange
8377,banana
8301,banana
8374,peach
48378,apple
61152,banana
50053,peach
46657,banana
46679,apple
10674,banana
10604,banana
56294,apple
62778,apple
51882,banana
85708,peach
116361,apple
105911,apple
52497,banana
96057,apple
78469,apple
102901,orange
102956,orange
96498,apple
35283,banana
53843,peach
53848,banana
122456,banana
17093,peach
16993,banana
31422,banana
31483,banana
100978,banana
49809,banana
49815,banana
50193,banana
71303,orange
9113,banana
32417,banana
32161,banana
2807,banana
78813,banana
78833,banana
117079,apple
34509,banana
65482,peach
65651,banana
78513,orange
60337,banana
56675,banana
101756,orange
82525,banana
11835,peach
108628,banana
108596,apple
78207,apple
34815,banana
107572,orange
112997,banana
100310,orange
16918,peach
23195,banana
19908,orange
8047,apple
12063,peach
79078,banana
69129,orange
50397,banana
123301,banana
123304,banana
57596,apple
63000,orange
37002,banana
100743,banana
29033,peach
29007,banana
27659,peach
27775,peach
53949,banana
53929,banana
115997,orange
78163,apple
78361,banana
38807,banana
20866,peach
28770,banana
67817,apple
47975,banana
49742,banana
63311,peach
29037,banana
178,banana
46024,banana
11727,banana
11734,banana
7220,peach
77632,banana
82132,orange
20997,banana
104291,banana
53665,peach
53688,peach
29223,peach
29345,banana
29334,banana
35110,banana
3904,banana
2223,banana
45769,banana
23797,orange
24102,peach
24043,banana
57996,banana
122884,orange
122934,apple
122878,banana
28252,peach
28049,orange
80024,banana
23871,banana
60611,banana
82894,orange
3700,peach
3715,peach
7426,banana
121999,apple
94180,orange
44251,banana
105613,orange
105703,peach
49752,banana
61008,peach
60940,peach
71622,orange
36143,banana
36152,banana
23629,banana
77009,apple
15713,banana
17937,banana
86149,peach
86251,banana
3611,banana
113674,banana
105447,orange
72228,apple
61309,orange
55649,banana
55714,banana
52767,orange
60776,banana
13628,banana
3479,apple
72239,orange
51584,banana
31161,peach
15877,banana
17995,banana
3809,banana
106049,orange
123087,apple
123162,banana
123057,orange
83471,apple
51461,peach
31322,banana
31376,banana
28000,peach
27844,banana
7156,apple
76491,apple
76865,banana
76464,orange
16082,banana
114350,apple
114409,banana
114356,orange
104443,banana
104430,banana
40190,peach
75736,peach
75966,banana
3436,apple
76691,banana
31795,orange
45906,banana
45951,apple
111514,orange
113511,banana
113609,orange
97938,orange
39738,peach
109715,apple
109837,apple
109797,orange
55196,peach
7042,banana
6997,banana
6993,peach
105057,orange
44085,banana
15463,banana
61483,orange
106310,apple
41945,banana
43862,apple
43842,banana
3288,banana
55258,orange
50686,banana
50728,orange
44168,peach
44194,banana
44212,orange
40268,peach
51155,peach
51187,peach
61947,orange
105982,banana
76224,banana
81306,orange
55484,banana
35241,banana
35272,banana
51856,banana
5416,banana
5459,peach
5437,banana
28972,banana
33144,banana
34793,banana
35777,banana
35800,banana
58613,orange
42648,banana
5075,banana
9554,peach
54334,apple
1613,apple
58753,orange
53247,peach
53226,apple
16604,banana
58485,banana
58429,orange
58373,banana
58390,banana
58465,banana
58406,orange
58402,orange
53523,banana
13026,banana
12847,peach
16401,banana
1229,orange
80725,peach
98303,apple
98350,banana
98476,banana
63452,banana
58254,banana
42188,banana
59620,banana
59080,banana
31583,peach
41935,apple
63853,banana
63869,banana
28852,banana
28165,banana
49057,banana
52814,banana
8979,banana
16354,banana
50938,orange
81907,orange
15986,banana
26180,banana
53477,banana
44759,banana
33345,banana
69881,banana
25691,banana
60495,banana
19472,apple
19435,banana
12571,orange
19420,banana
83208,apple
83242,apple
20395,banana
94687,banana
10423,banana
30538,banana
37861,peach
33599,banana
26073,banana
61304,apple
25072,apple
25115,banana
25019,banana
36914,peach
18739,banana
18743,banana
120523,apple
120525,apple
9010,banana
16140,banana
33868,banana
11817,banana
35969,banana
45247,banana
43642,banana
63467,apple
12848,apple
68803,banana
48508,banana
43488,apple
4127,banana
24647,banana
52918,banana
52857,orange
52705,orange
6490,apple
43566,banana
12573,banana
614,apple
593,banana
62604,banana
51551,banana
34055,banana
34109,banana
26140,orange
24409,banana
73480,banana
43909,banana
111201,apple
19785,apple
80250,banana
62220,banana
23989,banana
19308,peach
33706,banana
77397,apple
94883,apple
42036,banana
94793,orange
65047,banana
24617,banana
121265,banana
106171,banana
24906,apple
17846,apple
7611,banana
105781,apple
30118,banana
79885,banana
7985,banana
33546,peach
33745,banana
44880,apple
44959,banana
22487,banana
44741,banana
11798,banana
3,orange
50904,banana
64876,banana
13134,banana
64583,orange
92297,peach
92664,apple
92738,apple
92302,orange
92864,orange
30378,banana
59246,banana
39898,orange
73628,banana
57115,orange
64674,apple
64636,banana
13539,banana
6007,banana
51239,orange
66535,orange
84273,banana
18157,peach
18266,banana
18191,banana
18213,banana
45094,banana
45108,apple
26996,peach
26821,banana
13691,banana
53147,peach
53141,apple
39699,banana
27176,peach
27224,peach
94526,apple
48083,banana
17989,banana
81642,orange
84015,banana
14781,banana
32992,orange
33082,banana
33383,banana
45479,banana
120218,orange
82071,banana
120198,apple
120191,banana
45354,banana
64353,banana
41888,banana
9945,peach
9957,banana
12869,banana
72998,banana
4266,apple
3403,apple
57908,orange
9868,banana
70874,orange
70924,apple
71057,orange
32183,banana
46456,peach
70263,banana
66549,banana
75298,apple
25526,peach
61333,apple
93594,banana
93672,orange
537,banana
47117,banana
72216,banana
95143,apple
18528,banana
61776,banana
33212,banana
33235,banana
19716,banana
110217,banana
25431,banana
45897,peach
53872,banana
60886,peach
77532,apple
53611,banana
11604,banana
89731,orange
90556,orange
120668,orange
120854,orange
120773,banana
77732,banana
83697,banana
26222,orange
54750,banana
60446,banana
76935,apple
62643,banana
59352,banana
80208,apple
66589,banana
66496,banana
111475,apple
14036,banana
119460,peach
61830,banana
92043,apple
80419,banana
26105,banana
18329,banana
18444,banana
81652,banana
118415,banana
118465,banana
118349,orange
118369,orange
119907,orange
119998,apple
46579,banana
107835,orange
119894,orange
11637,peach
75151,banana
110612,banana
62725,apple
79702,orange
95509,banana
9014,banana
72705,peach
72824,banana
95901,peach
109846,orange
72305,orange
72436,banana
73228,orange
67332,banana
19085,banana
43482,peach
43477,orange
74490,apple
80445,apple
80545,banana
80392,banana
4447,peach
4472,banana
60944,peach
47439,banana
102584,apple
118723,banana
118680,banana
118741,orange
16704,peach
16722,banana
24326,orange
82035,apple
14172,banana
2461,banana
67428,apple
74772,apple
47253,peach
66863,banana
66677,banana
47578,banana
47604,banana
96739,banana
43812,banana
43618,apple
111839,apple
30882,peach
30899,banana
9264,banana
80921,banana
54808,peach
31118,apple
118926,orange
118992,apple
119115,banana
103982,banana
113713,banana
56431,banana
22426,banana
20113,banana
22544,banana
5030,apple
21220,banana
30748,apple
30647,banana
30774,banana
30807,banana
82512,banana
82586,banana
74811,apple
74903,banana
62095,banana
62049,peach
37453,orange
121655,apple
121858,apple
100685,apple
121855,apple
121600,banana
121810,orange
43222,banana
74705,banana
74717,banana
23887,banana
75278,orange
95374,banana
9116,orange
82335,orange
58856,orange
75139,banana
75043,banana
104105,banana
5597,peach
82128,orange
39194,banana
8124,banana
22058,banana
22065,banana
22244,banana
22185,banana
22219,banana
41767,apple
52226,banana
1418,apple
103971,orange
52164,peach
3636,banana
48406,orange
48491,banana
121550,apple
121580,banana
121503,orange
10553,banana
67281,banana
67277,orange
67328,orange
99096,apple
56454,banana
56407,orange
76712,banana
1138,peach
30380,banana
44716,banana
39491,banana
6049,banana
50928,banana
21328,orange
21711,banana
10827,peach
109194,orange
62195,banana
75535,orange
75461,orange
32751,banana
11549,banana
36157,peach
48610,banana
25479,banana
13610,banana
20082,banana
20022,peach
67586,orange
54849,banana
811,apple
3087,banana
65225,banana
65298,orange
54552,orange
106978,banana
76092,banana
42834,apple
23441,apple
4832,apple
41021,banana
41019,banana
46983,peach
46988,apple
77794,apple
77744,orange
38639,apple
57185,orange
10891,banana
59906,orange
6729,peach
6728,banana
37277,banana
14017,banana
21550,banana
39570,banana
37256,peach
57523,banana
57437,orange
109463,apple
115447,banana
67812,banana
115437,orange
2071,peach
12019,orange
4944,apple
40085,banana
17423,banana
29284,banana
14140,banana
14896,peach
832,apple
54494,banana
2929,banana
84513,banana
74270,banana
74087,banana
63195,orange
61388,orange
85409,banana
61046,banana
62484,apple
32014,banana
12701,banana
14560,peach
109481,orange
77631,apple
62630,banana
109664,apple
100092,banana
59308,apple
11186,peach
38999,banana
45944,banana
26427,orange
79409,apple
76547,orange
14950,banana
14985,banana
15021,banana
36909,banana
6135,peach
27621,banana
44030,banana
17778,peach
17645,banana
31895,banana
39071,banana
3002,peach
4750,banana
79778,banana
74304,orange
17119,banana
17201,banana
1800,banana
111662,banana
99775,banana
77995,orange
15126,orange
15107,banana
59980,apple
30008,banana
31722,banana
26316,peach
101399,apple
107774,apple
60491,banana
60288,banana
17519,banana
1587,peach
111815,banana
101429,peach
76910,orange
84645,orange
41647,apple
41410,peach
65836,orange
62285,orange
56862,orange
108240,orange
108241,orange
102581,orange
52212,banana
63206,orange
39224,orange
2755,peach
17856,banana
116936,banana
43628,banana
116741,orange
37161,peach
37133,apple
100276,banana
57445,peach
52027,orange
29707,banana
29768,banana
5882,peach
6211,peach
6217,apple
65003,orange
64944,banana
44726,banana
22967,banana
38936,banana
38847,banana
106844,apple
118258,apple
118050,orange
8307,banana
48371,banana
63416,banana
66006,banana
50010,banana
50051,orange
10667,banana
14297,banana
13837,apple
14291,banana
50609,orange
20487,banana
20394,banana
85597,orange
85739,orange
76530,banana
116588,apple
116599,apple
116637,orange
102867,orange
102882,orange
102869,apple
103443,banana
103412,orange
67685,banana
18038,banana
35463,banana
122468,banana
46819,banana
100898,banana
49911,banana
32311,banana
32355,banana
32328,banana
71274,banana
76660,apple
52500,banana
8239,banana
78633,apple
116715,banana
41685,banana
34578,banana
17736,orange
65935,banana
42533,apple
65585,banana
61297,banana
60415,banana
60422,orange
101884,banana
62898,banana
48193,banana
42006,banana
108466,orange
75921,apple
97202,peach
42414,peach
79265,banana
107592,orange
107511,banana
106655,peach
106559,apple
100603,banana
66248,orange
34891,banana
100601,peach
19939,banana
20180,banana
19927,peach
19861,peach
19947,apple
62649,banana
114470,banana
12024,banana
69105,banana
50421,peach
28925,banana
31817,banana
31855,banana
31764,banana
11062,banana
11097,peach
11166,banana
7173,apple
28638,banana
41448,orange
36677,peach
36977,peach
28975,banana
34258,banana
27791,orange
27746,banana
53971,orange
78349,orange
84833,banana
85002,banana
51621,banana
68367,banana
38790,banana
56295,apple
47991,apple
28730,banana
28768,banana
28785,banana
6867,peach
29103,banana
85550,apple
116132,orange
116197,banana
74967,orange
82472,banana
21172,banana
21127,banana
42972,banana
104278,orange
53683,peach
53703,apple
35162,banana
35207,banana
45796,apple
45779,peach
42075,peach
24050,banana
24052,banana
75633,apple
116262,apple
105968,apple
19423,orange
34446,banana
46084,banana
42280,banana
42252,banana
1759,banana
44499,banana
122222,apple
44566,banana
105670,orange
105751,apple
988,apple
75027,banana
73289,banana
60890,orange
60895,orange
71674,banana
61224,banana
61187,banana
61195,banana
23640,peach
23563,banana
76994,orange
114990,apple
114918,apple
113728,banana
60621,peach
105432,apple
55665,banana
113078,orange
51250,peach
36573,peach
36507,banana
36508,banana
72095,peach
40013,apple
40055,banana
40060,apple
18067,banana
18022,banana
3836,banana
106099,banana
123039,banana
1060,peach
1030,peach
61684,banana
104698,peach
104491,banana
83525,apple
83515,banana
27959,banana
27861,banana
27963,banana
13186,banana
27984,banana
25204,orange
15996,banana
104392,peach
40191,banana
75953,apple
76020,orange
60652,banana
51132,banana
60743,orange
113977,peach
47700,peach
40390,banana
40448,banana
101997,apple
56253,apple
53647,apple
85230,orange
85206,banana
51082,banana
24142,peach
28588,apple
28535,banana
43901,peach
96561,orange
61829,apple
21248,banana
15579,banana
97347,banana
96921,orange
97241,apple
97146,banana
40302,banana
932,banana
61941,apple
39944,apple
43906,peach
105853,orange
105802,peach
76079,apple
75606,apple
75807,banana
66293,banana
36176,banana
44290,banana
44351,banana
102194,apple
35266,peach
28441,banana
58140,orange
58227,banana
58851,banana
51312,banana
58854,banana
38349,banana
12318,banana
12213,banana
2926,banana
58556,orange
53274,orange
15751,banana
5788,apple
38963,banana
52952,orange
50905,peach
11231,banana
34985,banana
45371,apple
18107,apple
45365,apple
45442,banana
70115,peach
14393,banana
45673,peach
45738,peach
45722,banana
66730,apple
7688,banana
7748,apple
7736,banana
58345,apple
43730,peach
41803,peach
28214,peach
46387,banana
17063,banana
84120,apple
64153,apple
41211,banana
84221,banana
24720,banana
42197,banana
59155,orange
59157,orange
27646,banana
37776,apple
43938,apple
22648,peach
42362,apple
25981,peach
49119,banana
21108,banana
33683,banana
47824,banana
52801,banana
64143,apple
56571,banana
46758,banana
64137,banana
16290,banana
16292,banana
16239,banana
81935,banana
34324,banana
9326,orange
51796,banana
53291,banana
53318,banana
24768,banana
25071,banana
19389,banana
94603,peach
94726,apple
94728,banana
10395,banana
10305,banana
26402,apple
59010,banana
43682,apple
59027,banana
57363,banana
49371,banana
18679,banana
41605,banana
24795,banana
51969,banana
21693,peach
25152,peach
25001,banana
38138,banana
26411,apple
26529,banana
18751,banana
18712,banana
18623,banana
18691,banana
18601,banana
171,banana
17427,banana
120582,orange
120648,orange
120423,apple
7975,peach
33843,peach
49296,banana
5152,banana
45248,banana
44877,banana
63485,banana
55738,orange
40303,banana
30770,peach
39853,banana
38058,peach
38123,banana
38575,orange
6576,banana
52759,apple
11351,banana
30392,banana
64548,orange
5200,peach
46766,banana
49588,orange
49643,banana
11423,banana
12617,peach
38732,banana
17530,apple
33952,peach
34041,peach
15879,banana
19539,banana
100382,banana
111308,banana
111282,banana
16600,banana
12369,orange
58068,apple
18970,banana
69587,banana
63262,apple
27381,peach
19316,banana
19298,banana
19355,banana
7624,banana
94881,orange
10449,banana
24597,peach
109357,apple
24870,banana
10108,peach
39060,banana
47696,orange
73782,apple
80870,banana
95520,peach
36457,peach
44013,banana
8068,orange
8042,apple
33472,banana
33503,banana
33677,banana
33622,banana
22796,banana
18286,banana
17162,banana
45295,banana
81264,apple
63602,banana
64742,banana
10659,banana
69076,banana
92171,banana
13412,peach
197,banana
36733,banana
59200,banana
62846,apple
63286,orange
64684,peach
64646,apple
64718,apple
44674,peach
63642,banana
60724,peach
24999,banana
5718,peach
5721,banana
76346,apple
18127,banana
26826,banana
26926,banana
53075,orange
53090,banana
53113,banana
14518,banana
94134,apple
94474,apple
92734,apple
75934,apple
94367,banana
38515,apple
38563,banana
28391,banana
83974,orange
66437,banana
33134,banana
19597,banana
19172,banana
11373,peach
27930,peach
120332,orange
96141,apple
120227,banana
105615,apple
13339,peach
45324,banana
64133,apple
63238,banana
16022,banana
64340,banana
41795,peach
98947,banana
13061,apple
72968,orange
70652,orange
73080,banana
72959,banana
53594,banana
2056,apple
35580,banana
35608,banana
35640,banana
57931,banana
57927,banana
57889,banana
57886,banana
57859,orange
6498,banana
70938,orange
65929,banana
93678,peach
93288,banana
81633,banana
93866,orange
543,peach
48763,orange
70187,orange
47958,banana
95179,banana
32789,peach
32932,peach
18287,banana
32874,banana
27944,banana
6497,apple
19735,apple
19799,banana
19827,banana
19831,banana
110338,apple
110425,banana
110370,orange
84823,banana
42403,banana
65065,banana
84466,banana
90259,peach
83728,peach
15717,apple
56975,banana
20810,banana
120752,apple
11379,banana
120740,banana
83710,orange
83580,banana
79892,apple
58021,banana
80177,banana
75313,apple
76055,apple
15920,banana
19553,banana
19600,banana
119328,apple
119298,apple
57928,apple
47879,orange
91152,apple
92108,apple
63275,apple
91177,banana
35974,banana
26147,banana
26032,banana
18486,peach
17723,apple
7123,apple
81626,apple
104327,banana
119927,orange
119846,orange
119953,banana
119886,banana
104300,orange
120072,orange
105235,peach
110489,orange
42213,banana
36538,banana
70796,apple
70669,orange
43747,banana
72604,peach
72687,peach
72659,orange
66451,apple
115410,apple
119704,peach
109960,orange
47220,banana
73256,apple
73138,banana
41408,banana
73274,banana
18982,banana
19066,banana
9718,peach
3505,apple
43538,banana
43511,banana
80482,banana
80487,orange
39858,banana
66734,apple
36263,peach
6039,banana
13209,banana
13189,peach
20209,banana
47410,banana
43945,banana
113259,apple
12945,banana
118547,banana
118562,banana
118606,banana
118783,orange
16682,banana
11973,banana
2386,banana
25733,apple
25700,orange
77683,peach
2454,banana
2422,banana
60287,banana
41648,banana
18865,banana
47305,peach
66764,banana
66831,banana
66759,apple
13520,banana
60849,banana
41439,apple
38745,apple
47599,peach
47605,apple
54998,banana
55048,peach
6543,apple
30909,banana
80959,banana
6050,orange
41822,orange
49414,orange
54822,banana
54728,orange
54829,banana
31003,peach
103273,apple
118908,apple
118870,orange
118947,orange
22492,peach
22502,peach
30663,banana
68348,banana
82561,banana
33044,banana
21358,banana
62051,banana
12469,banana
12890,peach
121774,apple
121859,apple
27560,banana
74765,banana
74730,apple
74735,orange
67109,orange
67083,banana
111965,apple
104963,banana
75212,banana
75334,banana
82471,banana
82322,orange
31200,banana
104142,orange
104073,apple
73458,banana
29869,banana
67420,apple
5511,apple
82290,apple
55635,banana
43168,banana
41720,orange
8130,banana
22016,banana
22132,orange
20560,banana
17543,banana
22144,peach
82703,apple
82689,apple
103731,banana
44806,banana
28431,apple
67765,banana
52150,orange
48449,peach
45904,apple
121541,apple
121979,apple
122133,orange
108137,apple
2872,banana
112344,apple
112423,apple
112514,banana
55027,orange
47348,orange
39134,banana
44457,peach
44686,banana
39494,banana
50868,orange
50950,orange
42958,banana
42992,banana
22720,peach
19566,apple
21679,banana
30188,banana
109313,peach
42000,banana
75493,orange
117556,apple
117647,banana
117350,orange
67614,apple
23099,banana
29968,banana
65250,orange
54308,peach
54307,banana
54311,banana
47754,banana
54601,peach
54656,banana
54588,orange
106900,orange
107060,orange
40965,banana
51782,banana
6099,apple
71502,banana
56624,banana
57586,banana
47133,banana
47167,banana
77915,peach
77868,apple
57204,orange
37308,peach
37279,banana
37360,banana
20779,banana
21533,apple
21484,banana
37197,banana
50227,banana
57392,orange
57580,apple
57628,apple
57540,banana
57549,banana
41281,banana
41326,banana
4998,peach
29537,banana
6909,peach
14786,banana
14855,orange
25652,banana
109048,peach
59458,banana
59407,banana
35911,banana
54498,peach
2841,banana
99448,banana
77520,orange
74302,peach
39283,orange
74310,banana
74398,orange
87149,apple
23075,peach
86369,orange
65549,banana
109487,orange
109641,banana
86119,apple
59295,peach
59283,banana
6442,peach
11252,banana
39016,banana
34351,banana
43735,banana
13651,peach
13653,apple
61961,apple
14984,apple
14328,banana
99232,banana
6148,banana
6206,banana
3822,banana
23350,apple
23332,banana
99937,apple
50458,peach
52389,banana
60113,banana
60112,banana
17783,peach
17649,banana
42586,banana
17977,orange
8795,orange
79662,banana
48289,peach
48301,peach
46786,apple
79672,orange
17142,peach
111593,apple
46164,banana
60195,orange
47361,banana
15059,orange
60006,orange
58106,banana
30074,banana
107733,banana
107840,banana
60828,banana
107761,orange
107898,orange
117946,orange
17419,banana
54098,apple
54152,banana
3089,banana
2578,peach
84735,banana
54201,orange
31893,banana
8472,banana
40174,banana
40856,orange
50549,banana
50600,banana
50551,banana
65837,banana
14128,banana
14029,peach
85866,apple
102647,orange
22900,banana
55603,banana
107347,banana
107312,banana
44460,banana
115769,apple
116866,orange
116838,orange
100245,peach
100311,apple
103165,apple
102843,banana
96231,banana
108659,apple
108731,orange
108715,apple
60803,banana
73971,peach
73851,banana
29618,peach
22965,banana
41253,peach
59599,banana
106814,orange
118083,banana
118170,banana
101408,banana
66020,apple
66080,banana
10675,banana
14312,peach
20374,banana
116603,apple
116472,orange
116535,orange
84897,orange
101225,banana
102941,apple
102971,peach
103511,apple
51448,banana
53877,peach
53892,banana
122629,banana
17012,banana
46815,banana
32338,banana
32329,banana
51305,peach
71204,apple
85968,apple
85882,banana
2837,peach
78906,banana
78858,orange
50626,orange
78773,orange
117205,banana
67965,banana
65965,banana
65859,banana
65967,orange
65581,peach
78520,orange
101795,banana
101900,banana
83083,apple
48035,banana
35209,banana
41966,banana
41980,banana
53581,banana
34839,banana
46552,apple
17392,orange
100623,apple
97138,orange
9052,apple
35023,banana
20190,banana
22488,banana
50311,banana
114607,peach
114582,banana
11967,peach
12020,banana
65322,orange
79056,orange
69044,banana
46303,banana
11081,banana
11061,peach
11083,peach
11158,banana
8675,banana
8714,banana
35067,banana
34626,peach
36717,banana
100795,orange
49957,orange
34225,peach
27803,banana
27732,banana
112722,orange
78248,orange
46549,peach
46636,peach
51648,peach
46239,banana
46290,banana
38774,banana
68227,orange
